n,k,output,accuracy,f1score
39,2,flammable,0.9971875878878785,0.9928909952606635
39,3,corrosive,0.996812300768798,0.9917874396135266
39,3,environmental_hazard,0.9997187324207762,0.9992855441771851
39,3,acute_toxic,1.0,1.0
39,3,health_hazard,1.0,1.0
39,3,flammable,0.998031126945434,0.9951400138856746
40,1,corrosive,0.9971875878878785,0.9929278642149929
40,1,environmental_hazard,0.9993437705071716,0.9983321420061949
40,1,acute_toxic,1.0,1.0
40,1,health_hazard,1.0,1.0
40,1,flammable,0.9976563232398987,0.994149309618535
40,2,corrosive,0.9968125996062623,0.992022524636321
40,2,environmental_hazard,0.9983125527327271,0.9957345971563981
40,2,acute_toxic,1.0,1.0
40,2,health_hazard,1.0,1.0
40,2,flammable,0.998125058591919,0.9952561669829222
40,3,corrosive,0.995968498031127,0.989754586609483
40,3,environmental_hazard,0.9996249765610351,0.9990829894543787
40,3,acute_toxic,1.0,1.0
40,3,health_hazard,1.0,1.0
40,3,flammable,0.9964372773298331,0.9910461828463714
41,1,corrosive,0.9974688290990906,0.9935483870967742
41,1,environmental_hazard,0.9986875410143433,0.9967771639042358
41,1,acute_toxic,1.0,1.0
41,1,health_hazard,1.0,1.0
41,1,flammable,0.9975625761694947,0.9938154138915318
41,2,corrosive,0.9971875878878785,0.9928057553956835
41,2,environmental_hazard,0.9983125527327271,0.9956999522216914
41,2,acute_toxic,1.0,1.0
41,2,health_hazard,1.0,1.0
41,2,flammable,0.9971875878878785,0.9930458970792768
41,3,corrosive,0.9960622538908682,0.9903492647058824
41,3,environmental_hazard,0.998781173823364,0.9969288920387432
41,3,acute_toxic,1.0,1.0
41,3,health_hazard,1.0,1.0
41,3,flammable,0.9969998124882805,0.9923954372623575
42,1,corrosive,0.9964376113246461,0.9909394372913686
42,1,environmental_hazard,0.9995312646479797,0.9988126335787224
42,1,acute_toxic,1.0,1.0
42,1,health_hazard,1.0,1.0
42,1,flammable,0.9958751289022219,0.9897483690587139
42,2,corrosive,0.9965313583950501,0.9913531198878243
42,2,environmental_hazard,0.9976563232398987,0.9941520467836257
42,2,acute_toxic,1.0,1.0
42,2,health_hazard,1.0,1.0
42,2,flammable,0.9975625761694947,0.9936739659367396
42,3,corrosive,0.9962497656103506,0.990521327014218
42,3,environmental_hazard,0.998781173823364,0.9969604863221885
42,3,acute_toxic,1.0,1.0
42,3,health_hazard,1.0,1.0
42,3,flammable,0.998031126945434,0.9951467529466143
43,1,corrosive,0.9976563232398987,0.9942249942249942
43,1,environmental_hazard,0.9980313115215149,0.9950366343653982
43,1,acute_toxic,1.0,1.0
43,1,health_hazard,1.0,1.0
43,1,flammable,0.9979375644511109,0.9948235294117647
43,2,corrosive,0.9975625761694947,0.9937469937469937
43,2,environmental_hazard,0.9975625761694947,0.9938388625592417
43,2,acute_toxic,1.0,1.0
43,2,health_hazard,1.0,1.0
43,2,flammable,0.9967188525358582,0.9920255183413078
43,3,corrosive,0.9964372773298331,0.991016548463357
43,3,environmental_hazard,0.9991561972623288,0.9979055154759134
43,3,acute_toxic,1.0,1.0
43,3,health_hazard,1.0,1.0
43,3,flammable,0.9978436152259517,0.9943833943833944
44,1,corrosive,0.9976563232398987,0.994127319708715
44,1,environmental_hazard,0.9995312646479797,0.998823252530007
44,1,acute_toxic,1.0,1.0
44,1,health_hazard,1.0,1.0
44,1,flammable,0.9974688290990906,0.9936245572609209
44,2,corrosive,0.9966251054654542,0.9915094339622641
44,2,environmental_hazard,0.9994375175775757,0.9985808893093662
44,2,acute_toxic,1.0,1.0
44,2,health_hazard,1.0,1.0
44,2,flammable,0.9979375644511109,0.9949121184088807
44,3,corrosive,0.997187324207763,0.9928842504743833
44,3,environmental_hazard,0.9984999062441403,0.9962842545285648
44,3,acute_toxic,1.0,1.0
44,3,health_hazard,1.0,1.0
44,3,flammable,0.9956872304519032,0.9889635316698656
45,1,corrosive,0.9972813349582825,0.9931652132924818
45,1,environmental_hazard,0.9994375175775757,0.9985788725722407
45,1,acute_toxic,1.0,1.0
45,1,health_hazard,1.0,1.0
45,1,flammable,0.9970000937470704,0.9924314096499527
45,2,corrosive,0.9970000937470704,0.9924563884959925
45,2,environmental_hazard,0.9996250117183838,0.9990684676292502
45,2,acute_toxic,1.0,1.0
45,2,health_hazard,1.0,1.0
45,2,flammable,0.9971875878878785,0.9929378531073446
45,3,corrosive,0.995968498031127,0.9897983392645314
45,3,environmental_hazard,0.9981248828051753,0.9953051643192489
45,3,acute_toxic,0.9999062441402587,0.9997618480590617
45,3,health_hazard,1.0,1.0
45,3,flammable,0.9954059628726796,0.9884023668639054
46,1,corrosive,0.9973750820286866,0.9934272300469483
46,1,environmental_hazard,0.9986875410143433,0.9967682363804248
46,1,acute_toxic,1.0,1.0
46,1,health_hazard,1.0,1.0
46,1,flammable,0.9970000937470704,0.9924134660976767
46,2,corrosive,0.9957813818318177,0.9893792777908897
46,2,environmental_hazard,0.9993437705071716,0.9983633387888707
46,2,acute_toxic,1.0,1.0
46,2,health_hazard,1.0,1.0
46,2,flammable,0.9976563232398987,0.9940148431888916
46,3,corrosive,0.9961560097506094,0.9902264600715137
46,3,environmental_hazard,0.9992499531220701,0.9980787704130644
46,3,acute_toxic,0.9999062441402587,0.9997656433091164
46,3,health_hazard,1.0,1.0
46,3,flammable,0.998031126945434,0.9951601751555658
47,1,corrosive,0.9969063466766663,0.9923416105825017
47,1,environmental_hazard,0.9988750351551514,0.9971883786316776
47,1,acute_toxic,1.0,1.0
47,1,health_hazard,1.0,1.0
47,1,flammable,0.9987812880847473,0.9969143128412058
47,2,corrosive,0.9953126464797976,0.9877029021151008
47,2,environmental_hazard,0.9985937939439392,0.9964260185847034
47,2,acute_toxic,1.0,1.0
47,2,health_hazard,1.0,1.0
47,2,flammable,0.996250117183838,0.990645463049579
47,3,corrosive,0.996812300768798,0.9921186833565137
47,3,environmental_hazard,0.9985936621038815,0.9965156794425087
47,3,acute_toxic,1.0,1.0
47,3,health_hazard,1.0,1.0
47,3,flammable,0.9976561035064692,0.9941162626500353
48,1,corrosive,0.9980313115215149,0.9951400138856746
48,1,environmental_hazard,0.9987812880847473,0.9969689904406621
48,1,acute_toxic,1.0,1.0
48,1,health_hazard,1.0,1.0
48,1,flammable,0.9972813349582825,0.9929181929181929
48,2,corrosive,0.9961563701134339,0.9901037895244992
48,2,environmental_hazard,0.9992500234367676,0.9981006647673314
48,2,acute_toxic,1.0,1.0
48,2,health_hazard,1.0,1.0
48,2,flammable,0.9971875878878785,0.9930232558139535
48,3,corrosive,0.9969998124882805,0.9924741298212606
48,3,environmental_hazard,0.9991561972623288,0.9978937514626726
48,3,acute_toxic,0.9999062441402587,0.9997563946406821
48,3,health_hazard,1.0,1.0
48,3,flammable,0.9973748359272454,0.9935364727608494
49,1,corrosive,0.9978438173807068,0.9946274234991824
49,1,environmental_hazard,0.9998125058591919,0.9995376791493297
49,1,acute_toxic,1.0,1.0
49,1,health_hazard,1.0,1.0
49,1,flammable,0.9987812880847473,0.9969942196531791
49,2,corrosive,0.9972813349582825,0.9930704898446834
49,2,environmental_hazard,0.9985000468735352,0.9962529274004683
49,2,acute_toxic,1.0,1.0
49,2,health_hazard,1.0,1.0
49,2,flammable,0.9972813349582825,0.9930704898446834
49,3,corrosive,0.9966247890493156,0.9915333960489181
49,3,environmental_hazard,0.9990624414025877,0.9976110845676063
49,3,acute_toxic,0.9999062441402587,0.9997645396750647
49,3,health_hazard,1.0,1.0
49,3,flammable,0.9976561035064692,0.9940995987727166
50,1,corrosive,0.9971875878878785,0.9929411764705882
50,1,environmental_hazard,0.9990625292959595,0.9976201808662541
50,1,acute_toxic,1.0,1.0
50,1,health_hazard,1.0,1.0
50,1,flammable,0.9970938408174744,0.9926938486919632
50,2,corrosive,0.9959688759726258,0.989646039007946
50,2,environmental_hazard,0.9992500234367676,0.998149005090236
50,2,acute_toxic,1.0,1.0
50,2,health_hazard,1.0,1.0
50,2,flammable,0.9970000937470704,0.9923773225345403
50,3,corrosive,0.9963435214700919,0.9909112095082732
50,3,environmental_hazard,0.9990624414025877,0.997649271274095
50,3,acute_toxic,1.0,1.0
50,3,health_hazard,1.0,1.0
50,3,flammable,0.9975623476467279,0.9939280709948622
